text,airline_sentiment,labels
YOU SUCK!,negative,0
Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!,positive,2
Please stall flight 1535 out of ORD. I have to get to SNA tonight.,negative,0
look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...,positive,2
"haha, thanks for the explanation",positive,2
yes! Terra blue chips were my favorite. :),positive,2
"my wife was on a flt from BRO to TUL via DFW that was Cancelled Flighted. Bought an SWA flight to get her home. Partial refund,DM me plz?",negative,0
sitting in the middle for the first time .. Hope it works out well,neutral,1
talked to a  manager and she offered we pay 3X's in cash what we originally paid #nothanks #jetblue #ripoff #flyunited,negative,0
This is very true. Another reason why we stay South in the Winter months of travel,neutral,1
this is the biggest joke of #customerservice I've ever seen from a  ✈️ brand,negative,0
My Flight 1318 is delayed and I am connecting from Boston. Is it possible to switch me to Flight 118 so I can make my connection?,negative,0
Flight delayed 40 minutes in ORD because plane didn’t have all the food. That should be fixed in the future. It’s a dumb delay.,negative,0
"thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Cont…",negative,0
"oh, the Wi-Fi router is on top of the fuselage! ;)",positive,2
again another ride SW employee that printed out boarding passes. Deficiency in training obviously,negative,0
Waiting an hour now for a pilot AA3688. Is there a pilot in the house at DFW?,negative,0
30 minutes since landing - flight 1531 from Miami and no luggage- what's the delay,negative,0
Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8,neutral,1
I paid for my seat.  I expect to be able to use my full seat,negative,0
STOP,negative,0
"Tried to leave Monday, all other planes left but mine. Now this one keeps getting delayed. Missed work. Have to pay for a cab",negative,0
on hold now for 1 Hour 25 mins Whats the holdup,negative,0
what is your policy on flying after surgery?,neutral,1
get me on flight 4146 to denver and I'll be more than happy !!!!!,neutral,1
im trying to get my dads wheelchair and no one is answering at Dulles.we have tried to call back on.multiple times,negative,0
"- I'd be happy to hold on the phone, but your phone system is not allowing that and simply hangs up.",negative,0
"Nah, just horrible dining options outside of club. Luckily Manuel in the Admirals can make a Bloody Mary.",negative,0
how do I change flights . 3 hours is crazy please help,negative,0
"No, it wouldn't let me complete transaction because it was one way from Barbados to NYC",negative,0
", any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",negative,0
just lost a faithful customer.,negative,0
you suck and you ruined my day. And my vacation isn't even until June.,negative,0
Expedia reserved a ticket for me and 2 more for a USAW flight but only issued 1. They are not responsive.Thoughts?,neutral,1
"new tag line ""but we got you there alive!""",negative,0
been waiting on hold for more than an hour,negative,0
no chance in hell. I'd rather walk. Worst airline ever.,negative,0
missing my reservations due to a Cancelled Flightled flight. Make it right by giving me first class tomorrow. Make your customers happy.,negative,0
"yo, you need a new website really badly. This day and age...",negative,0
- i needed refund on my Cancelled Flightled flights this morning and had been on hold for more than an hour X 3. what to do?,negative,0
"and of course that was supposed to say Logan, not login",neutral,1
", I leave Jaipur tomorrow , back to Dehli , Only in Delhi  one night .  we need to  use our abilities to make magic .",negative,0
"thank you. There was one here a few months ago, but none now. Weird you don't have a club in one of the busiest airports in the US.",positive,2
followed you and DM'd you,neutral,1
how many left?! I'm 15 min wway,neutral,1
nightmare trying to get to Costa Rica from PHL today. Stuck in Miami and no one answers at 800 number.,negative,0
pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else 😩😫😢,negative,0
"on hold for 3 hours...got an agent, immediately txfd me to change cncdld flight...told it would be 1 min, 80 min Late Flightr, waiting",negative,0
can I get a free mimosa to compensate my flight delay (yet again) thx,negative,0
- I'm currently missing a basketball game due to your lost bag policy #terribleservice #wheresmyrefund,negative,0
"if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",neutral,1
It was the usually excellent SWA flight!,positive,2
Sent.,neutral,1
"100 feet from the gate at PHL, but no ground crew. You can't make this up.",negative,0
had to be stuck in the middle seat :(,neutral,1
same flight number different flight. I'm heading to MPLS,neutral,1
so I get bumped to the 6pm to Birmingham which is now delayed because the pilots scheduled don't have enough hours together. Fail,negative,0
thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,positive,2
"nope, done. Was supposed to get home at 9pm and didn't get home until midnight. #NeverAgain",negative,0
how can you have no food on a 4 hour flight 528 from Columbus to Phoenix? Starving and Pissed off. Can't eat Go Go!,negative,0
I shouldn't be made to feel like a criminal because I want to sit near my 5 year old on a flight. #jetblue,negative,0
Southwest Airline is THE way to go!,positive,2
why now just announce delay of 4478 from PVD when you knew captain was already on delayed flight coming in? Frustrating,negative,0
#fail  southwest changes my flight to a different time and city and blames it on me. They won't correct it. #furious,negative,0
when will the winners of #DestinationDragons be announced?,neutral,1
"I need to complain to AA, but the email form field doesn't allow enough characters for my complaint. Have a real email address?",negative,0
"Not good enough. No info communicated at any point - just silence. for hours as we sat. Oh, and then seat was broken. #worst",negative,0
"Sent an email more than 24 hours ago asking a few questions, still no response. Need answers before (hopefully) Flight Booking Problems flight...",negative,0
"Its not that I wasn't offered ""perks"" by .  I ASKED and was told, ""NO."" #thenewamerican",negative,0
great flight experience again... SFO-JFK... Dare I say it? A consistent high quality on a legacy airline? Keep it up guys!,positive,2
Dumps Amex - Nassau News Live,neutral,1
is hosting an  party in the terminal in Atlanta. #peanutsonaplatter,positive,2
"- WTF, stuck at JFK for 2+ hrs in a delay to Boston cuz u say snow.  No snow on weather map!!!  WTF!!!",negative,0
"Utah, I think. And thanks!",positive,2
thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE,negative,0
what's going on with your website &amp; mobile app??? Help!!!,negative,0
customers aren't dumb. These revenue based programs will hurt everyone. Not gonna save money like you think,negative,0
"you are officially my favorite, thank you for the wonderful service at JFK",positive,2
"lost 3 pieces of our bags, haven't delivered them in 36 hours, lied that they were delivered, and still no refund.  Never again",negative,0
15.99 for wireless?  Was 6.99 epic #fail . #greedy #piggy you are the worst!,negative,0
. ReFlight Booking Problems for the following day is unacceptable. DMing you that and our phone number.,negative,0
I was happy to purchase the upgrade. If only it was avail on my next flight.,positive,2
Thank you Margo at Houston's Bush Intercontinental for getting me home earlier.,positive,2
mins and no answer. My wife and baby need to get on that flight. She arrived 2 hrs prior. Please help. Venetia Crook,negative,0
thanks for replying-I feel a little better we'll see how it goes ☺️✈️,positive,2
